ticker,bucket,panel_max,last_row_date,last_joint_usable,sessions_behind,cf_tail_length,gap_gt5d_last_60d,joint_usable_n,market_fixable,last_non_cf_provider,last_issuer_ok_provider,last_issuer_ok_date,last_stale_kind,tradeable
AAPX,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,629,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
AFRU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,211,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
APHU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,105,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
BMNU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,203,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
BTCL,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,506,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
BTCZ,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,505,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
CCUP,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,236,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
CIFU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,163,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
CORD,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,203,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
CRCD,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,203,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
CRWU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,246,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
DJTU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,346,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
EOSU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,128,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
ETU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,433,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
FGRU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,104,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
GLXU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,237,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
GMEU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,308,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
GOOX,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,631,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
KTUP,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,211,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
MSFX,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,629,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
MSTU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,456,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
MSTZ,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,456,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
NFLU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,450,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
NVDQ,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,684,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
NVDX,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,684,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
RBLU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,344,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
RDWU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,115,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
ROBN,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,365,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
SBTU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,184,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
SMUP,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,244,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
SNDU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,87,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
SNOU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,308,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
TSLT,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,685,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
TTDU,current,2026-08-14,2026-08-12,2026-08-12,2,0,1,209,False,rex_shares,rex_shares,2026-08-12,issuer_lag,True
AALG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,261,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
AAOG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,49,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AAOX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,88,False,tradr_axs,tradr_axs,2026-08-13,nan,True
AAOZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,15,False,tradr_axs,tradr_axs,2026-08-13,nan,True
AAPB,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,985,False,granite_shares,granite_shares,2026-08-13,nan,True
AAPE,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AAPW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,361,False,roundhill,roundhill,2026-08-13,nan,False
ACLZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ACMM,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,27,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ADBG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,333,False,polygon,polygon,2026-08-13,nan,True
ADBU,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,73,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ADIU,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AEHG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,27,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AIYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,664,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
ALBG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,127,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AMA,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,57,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
AMAA,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,issuer_lag,True
AMAU,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,48,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AMDC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AMDG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,369,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AMDL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,586,False,granite_shares,granite_shares,2026-08-13,nan,True
AMDW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,roundhill,roundhill,2026-08-13,nan,False
AMDY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,704,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
AMKL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,56,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
AMPU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,56,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
AMUU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,327,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AMYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,205,False,granite_shares,granite_shares,2026-08-13,nan,True
AMZG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,merged,,,issuer_lag,True
AMZO,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,90,False,tradr_axs,tradr_axs,2026-08-13,nan,True
AMZW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,279,False,roundhill,roundhill,2026-08-13,nan,False
AMZY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,743,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
AMZZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,587,False,granite_shares,granite_shares,2026-08-13,nan,True
ANEL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,219,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
APHG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,32,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
APLX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,225,False,tradr_axs,tradr_axs,2026-08-13,nan,True
APLY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,810,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
APLZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,132,False,tradr_axs,tradr_axs,2026-08-13,nan,True
APPC,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,26,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
APPX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,318,False,tradr_axs,tradr_axs,2026-08-13,nan,True
ARCX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,287,False,tradr_axs,tradr_axs,2026-08-13,nan,True
ARMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,381,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ARMW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,191,False,roundhill,roundhill,2026-08-13,nan,False
ASMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,377,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ASMU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,108,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ASTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ASTN,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,115,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
ASTT,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,nan,True
ASTX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,266,False,tradr_axs,tradr_axs,2026-08-13,nan,True
ASTY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,43,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
ASUP,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,43,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AVAZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,55,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AVGG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,296,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AVGU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,granite_shares,granite_shares,2026-08-13,nan,True
AVGW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,roundhill,roundhill,2026-08-13,nan,False
AVGX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,480,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
AVL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,444,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
AVXX,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,185,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
AXTL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,34,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
AXTU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,53,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
AXTX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,68,False,tradr_axs,tradr_axs,2026-08-13,nan,True
AZYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,205,False,granite_shares,granite_shares,2026-08-13,nan,True
BABO,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,482,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
BABW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,191,False,roundhill,roundhill,2026-08-13,nan,False
BABX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,900,False,granite_shares,granite_shares,2026-08-13,nan,True
BAIG,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,226,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
BBUL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,25,False,granite_shares,granite_shares,2026-08-13,nan,True
BBYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,185,False,granite_shares,granite_shares,2026-08-13,nan,True
BEG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,150,False,market_backed,polygon,2026-08-06,market_backed_no_issuer_nav,True
BEX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,178,False,tradr_axs,tradr_axs,2026-08-13,nan,True
BEZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,118,False,tradr_axs,tradr_axs,2026-08-13,nan,True
BIDG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,143,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BIOY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,48,False,granite_shares,granite_shares,2026-08-13,nan,True
BITU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,584,False,proshares,proshares,2026-08-13,nan,True
BITX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,636,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BLSG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,184,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BMNG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,186,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BMNZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,173,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
BOEG,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,267,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BRKC,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,268,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,False
BRKW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,279,False,roundhill,roundhill,2026-08-13,nan,False
BTCU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,41,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
BTDL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,11,False,granite_shares,granite_shares,2026-08-13,nan,True
BULG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,238,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CAMC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,27,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CARX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,nan,True
CATG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,55,False,yfinance,yfinance,2026-08-13,nan,True
CBRG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,47,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CBRX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,44,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CBRZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,44,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CDNG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,nan,True
CEGX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,266,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CHAU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,2825,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CHNU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,74,False,polygon,polygon,2026-08-13,nan,True
CIEG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,51,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CIEX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CIFG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,151,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CLSX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,220,False,tradr_axs,tradr_axs,2026-08-13,nan,True
COHH,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,47,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
COHX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,113,False,tradr_axs,tradr_axs,2026-08-13,nan,True
COIA,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,224,False,proshares,proshares,2026-08-13,nan,True
COIG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,337,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
COIW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,362,False,roundhill,roundhill,2026-08-13,nan,False
COIX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,issuer_lag,True
CONI,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,467,False,granite_shares,granite_shares,2026-08-13,nan,True
CONL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,986,False,granite_shares,granite_shares,2026-08-13,nan,True
CONY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,729,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
COPZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,106,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
COSW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,191,False,roundhill,roundhill,2026-08-13,nan,False
COTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,207,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
COYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,242,False,granite_shares,granite_shares,2026-08-13,nan,True
COZX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,184,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CPNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,68,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CRCA,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,246,False,proshares,proshares,2026-08-13,nan,True
CRCG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,241,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CRCO,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,185,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,False
CRDU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,220,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CRDX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,72,False,market_backed,polygon,2026-08-07,market_backed_no_issuer_nav,True
CRMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,327,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CRMU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,115,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
CRMX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,138,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CRUC,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CRWG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,237,False,market_backed,polygon,2026-08-11,market_backed_no_issuer_nav,True
CRWL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,417,False,granite_shares,granite_shares,2026-08-13,nan,True
CRY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,54,False,granite_shares,granite_shares,2026-08-13,nan,True
CSCL,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,268,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
CSEX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,178,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CVNY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,362,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
CWVX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,266,False,tradr_axs,tradr_axs,2026-08-13,nan,True
CWY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,54,False,granite_shares,granite_shares,2026-08-13,nan,True
DAMD,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,171,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
DKNX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,246,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
DLLL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,356,False,granite_shares,granite_shares,2026-08-13,nan,True
DRAY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,259,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
DRNL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,106,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
DUG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,4902,False,proshares,proshares,2026-08-13,nan,True
DUOG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,152,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
DXD,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,5036,False,proshares,proshares,2026-08-13,nan,True
ELIL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,330,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ENTL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,813,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
ETHD,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,508,False,proshares,proshares,2026-08-13,nan,True
ETHT,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,508,False,proshares,proshares,2026-08-13,nan,True
ETHU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,499,False,polygon,polygon,2026-08-13,nan,True
ETNG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,49,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
EVMU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,39,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
EWV,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,4706,False,proshares,proshares,2026-08-13,nan,True
FBL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,901,False,granite_shares,granite_shares,2026-08-13,nan,True
FBX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,merged,,,nan,True
FBY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,740,False,polygon,polygon,2026-08-13,nan,False
FBYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,185,False,granite_shares,granite_shares,2026-08-13,nan,True
FCXG,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,102,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
FIGG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,191,False,polygon,polygon,2026-08-13,nan,True
FINY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,48,False,granite_shares,granite_shares,2026-08-13,nan,True
FIYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,56,False,granite_shares,granite_shares,2026-08-13,nan,True
FLYT,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,193,False,tradr_axs,tradr_axs,2026-08-13,nan,True
FNG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,595,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
FNGD,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,2140,False,yfinance,yfinance,2026-08-13,nan,True
FOMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,issuer_lag,True
FPSX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,30,False,merged,,,nan,True
FUTG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,195,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GDXU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,1417,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GDXW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,186,False,roundhill,roundhill,2026-08-13,nan,False
GEMG,current,2026-08-14,2026-08-13,2026-08-13,1,0,3,169,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GEVG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,144,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GEVX,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,266,False,tradr_axs,tradr_axs,2026-08-13,nan,True
GFSG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GGLL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,971,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GLDW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,186,False,roundhill,roundhill,2026-08-13,nan,False
GLGG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,232,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GLWG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,91,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GMEY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,221,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
GOGL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,29,False,yfinance,yfinance,2026-08-13,nan,True
GOOL,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,28,False,market_backed,merged,2026-08-06,market_backed_no_issuer_nav,True
GOOW,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,255,False,roundhill,roundhill,2026-08-13,nan,False
GOOY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,741,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
GOU,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,158,False,granite_shares,granite_shares,2026-08-13,nan,True
GRAG,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,151,False,market_backed,polygon,2026-08-07,market_backed_no_issuer_nav,True
HIMZ,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,342,False,market_backed,defiance,2026-08-12,market_backed_no_issuer_nav,True
HIYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,1,199,False,market_backed,yieldmax,2026-08-12,market_backed_no_issuer_nav,False
HMYY,current,2026-08-14,2026-08-13,2026-08-13,1,0,2,156,False,granite_shares,granite_shares,2026-08-13,nan,True
